latest_degree,specialization,currently_employed,current_salary,location,recommended_for_job
Master,Computer Science,1,48793,Houston,1
Master,Electrical Engineering,1,38199,New York,1
PhD,Business Administration,1,106253,New York,0
Master,Electrical Engineering,0,66191,Los Angeles,1
PhD,Electrical Engineering,1,40211,Chicago,0
Master,Computer Science,0,93069,Houston,0
Bachelor,Computer Science,0,118896,Chicago,1
Master,Business Administration,1,86746,San Francisco,1
Master,Business Administration,0,51542,San Francisco,0
PhD,Computer Science,1,61312,Chicago,0
PhD,Business Administration,0,75242,Los Angeles,1
PhD,Business Administration,0,117893,Los Angeles,0
Master,Computer Science,0,85388,Los Angeles,0
Master,Electrical Engineering,1,57691,Houston,0
Bachelor,Business Administration,0,107960,San Francisco,1
Master,Computer Science,1,114388,San Francisco,0
Bachelor,Business Administration,0,52601,San Francisco,0
PhD,Business Administration,0,48020,Houston,0
PhD,Computer Science,0,38155,San Francisco,0
PhD,Business Administration,1,99119,Chicago,0
Bachelor,Business Administration,1,111051,New York,0
Master,Business Administration,1,66777,Houston,0
PhD,Electrical Engineering,1,49710,New York,1
Master,Electrical Engineering,1,54532,Chicago,1
Master,Business Administration,0,48601,Los Angeles,1
PhD,Computer Science,0,93227,Los Angeles,0
Bachelor,Business Administration,1,34967,Los Angeles,1
Master,Business Administration,1,114289,Houston,1
PhD,Electrical Engineering,1,50022,Los Angeles,0
Master,Electrical Engineering,1,73463,Houston,1
Master,Electrical Engineering,0,104671,Houston,0
Master,Business Administration,1,35722,New York,0
Master,Business Administration,1,57413,Los Angeles,0
Master,Computer Science,1,111050,San Francisco,1
Bachelor,Business Administration,1,115867,Los Angeles,0
Bachelor,Business Administration,0,113596,Los Angeles,1
PhD,Electrical Engineering,0,96732,Los Angeles,0
Bachelor,Electrical Engineering,1,42297,San Francisco,0
Bachelor,Electrical Engineering,0,98323,San Francisco,1
Bachelor,Electrical Engineering,0,53816,Houston,0
Master,Electrical Engineering,1,70695,San Francisco,1
Master,Computer Science,1,49702,Houston,0
PhD,Computer Science,0,55242,New York,0
PhD,Computer Science,0,85841,Houston,0
PhD,Electrical Engineering,0,97712,Los Angeles,0
Master,Electrical Engineering,0,115663,Chicago,0
Bachelor,Electrical Engineering,0,83574,Chicago,0
Bachelor,Computer Science,1,115744,Los Angeles,0
Master,Electrical Engineering,0,58482,Houston,0
PhD,Computer Science,0,39171,Los Angeles,1
PhD,Electrical Engineering,0,33696,San Francisco,1
PhD,Business Administration,0,50058,Houston,1
Master,Computer Science,0,50313,Los Angeles,0
PhD,Business Administration,0,49149,San Francisco,1
PhD,Computer Science,0,83521,San Francisco,1
Master,Electrical Engineering,0,75740,Houston,0
Bachelor,Electrical Engineering,1,34956,New York,1
Master,Business Administration,1,105731,New York,0
Master,Electrical Engineering,0,112612,San Francisco,1
Master,Computer Science,1,96641,New York,1
Master,Electrical Engineering,1,93811,San Francisco,1
Bachelor,Electrical Engineering,1,82160,New York,1
PhD,Computer Science,1,81313,San Francisco,1
Master,Business Administration,1,93232,San Francisco,0
Bachelor,Business Administration,1,45417,San Francisco,1
PhD,Electrical Engineering,0,54729,San Francisco,0
PhD,Computer Science,0,60099,Chicago,1
PhD,Business Administration,1,59961,New York,0
Master,Business Administration,0,42602,San Francisco,1
Master,Electrical Engineering,1,39256,Los Angeles,1
PhD,Computer Science,0,116120,Houston,1
PhD,Business Administration,0,64681,Los Angeles,1
PhD,Electrical Engineering,0,117440,Los Angeles,1
PhD,Electrical Engineering,1,94789,Chicago,0
PhD,Electrical Engineering,0,73361,New York,1
PhD,Electrical Engineering,0,94503,Chicago,1
Bachelor,Business Administration,1,64540,New York,0
PhD,Computer Science,1,56536,San Francisco,1
Master,Electrical Engineering,0,114700,Chicago,1
Master,Electrical Engineering,1,93043,Houston,1
Master,Business Administration,0,108532,New York,1
PhD,Electrical Engineering,0,86575,Chicago,1
Master,Electrical Engineering,1,32871,Houston,0
Bachelor,Computer Science,1,76002,Los Angeles,1
PhD,Electrical Engineering,0,79812,San Francisco,0
Master,Business Administration,1,52626,San Francisco,1
Bachelor,Computer Science,0,89979,Los Angeles,1
Bachelor,Business Administration,1,106057,Chicago,0
Master,Computer Science,1,96668,Los Angeles,1
Bachelor,Computer Science,1,110070,Houston,1
Master,Electrical Engineering,1,119390,New York,0
Bachelor,Electrical Engineering,1,72998,Chicago,1
PhD,Electrical Engineering,0,93814,New York,1
PhD,Business Administration,0,75607,Los Angeles,0
PhD,Electrical Engineering,0,37812,San Francisco,0
PhD,Electrical Engineering,1,91844,New York,1
PhD,Computer Science,0,100093,New York,1
Master,Electrical Engineering,0,32179,San Francisco,1
PhD,Electrical Engineering,1,73798,New York,0
PhD,Electrical Engineering,1,104601,New York,0
PhD,Electrical Engineering,1,38275,San Francisco,1
PhD,Computer Science,0,80574,San Francisco,1
Bachelor,Electrical Engineering,0,77857,Los Angeles,1
PhD,Computer Science,1,50700,Los Angeles,0
PhD,Business Administration,0,69464,New York,0
Master,Electrical Engineering,0,72351,Chicago,0
Bachelor,Electrical Engineering,1,112534,Los Angeles,1
Master,Electrical Engineering,0,43869,Los Angeles,1
PhD,Computer Science,1,90315,Chicago,1
Master,Electrical Engineering,0,50954,Chicago,0
Master,Electrical Engineering,1,61555,San Francisco,1
PhD,Business Administration,0,93353,Los Angeles,0
Bachelor,Computer Science,0,112190,Houston,1
Bachelor,Computer Science,1,75026,Houston,0
Master,Business Administration,1,76976,New York,1
PhD,Computer Science,1,110578,Los Angeles,1
Master,Electrical Engineering,1,75095,Houston,0
Master,Electrical Engineering,0,44270,Los Angeles,1
Master,Business Administration,1,60908,Los Angeles,0
PhD,Computer Science,1,45523,Houston,1
PhD,Computer Science,1,92433,Los Angeles,1
Bachelor,Computer Science,1,77068,Chicago,1
PhD,Business Administration,1,49991,New York,0
Master,Electrical Engineering,0,40775,San Francisco,1
Master,Business Administration,1,107801,Houston,0
Bachelor,Electrical Engineering,1,114995,San Francisco,1
PhD,Business Administration,1,91250,New York,1
Master,Electrical Engineering,0,46673,Chicago,0
Bachelor,Computer Science,0,57056,Chicago,1
Bachelor,Computer Science,0,36614,Chicago,1
Master,Computer Science,1,37415,Chicago,0
Master,Business Administration,1,118691,Houston,0
PhD,Business Administration,0,73884,Houston,1
Bachelor,Business Administration,0,46964,Los Angeles,0
Master,Computer Science,1,67726,Los Angeles,0
Bachelor,Electrical Engineering,1,67044,New York,1
PhD,Computer Science,1,87149,Los Angeles,0
Master,Computer Science,0,67544,New York,0
PhD,Electrical Engineering,1,79976,New York,1
Bachelor,Electrical Engineering,1,62252,New York,0
PhD,Electrical Engineering,0,33832,Chicago,0
PhD,Electrical Engineering,0,110437,San Francisco,1
Bachelor,Computer Science,0,64148,San Francisco,1
PhD,Business Administration,1,91240,Houston,0
Bachelor,Computer Science,0,118454,New York,1
Master,Electrical Engineering,0,115076,Chicago,0
Bachelor,Business Administration,1,107116,Los Angeles,0
Bachelor,Business Administration,1,83459,Los Angeles,0
Master,Computer Science,0,68402,Houston,0
Bachelor,Computer Science,1,87727,Houston,1
Master,Computer Science,0,68578,New York,1
Master,Business Administration,1,52318,New York,0
Bachelor,Business Administration,1,105715,Los Angeles,1
PhD,Business Administration,0,107787,Los Angeles,0
PhD,Electrical Engineering,0,115029,Los Angeles,0
Master,Electrical Engineering,0,50466,Los Angeles,1
PhD,Computer Science,1,75475,San Francisco,1
PhD,Business Administration,0,90142,New York,0
Bachelor,Computer Science,1,115160,New York,1
Master,Business Administration,1,56564,Los Angeles,0
Master,Computer Science,0,52412,Chicago,1
Bachelor,Electrical Engineering,1,81001,Los Angeles,1
PhD,Business Administration,1,87649,Houston,0
Master,Electrical Engineering,0,90957,Chicago,1
PhD,Business Administration,1,65517,Houston,1
Master,Computer Science,1,43156,Chicago,0
Master,Business Administration,0,53064,Houston,0
Master,Electrical Engineering,0,55711,Los Angeles,0
Master,Business Administration,1,60106,Los Angeles,0
PhD,Computer Science,1,95458,Chicago,0
PhD,Business Administration,1,46589,Houston,0
PhD,Electrical Engineering,1,119272,San Francisco,1
PhD,Computer Science,0,116511,Chicago,0
Bachelor,Electrical Engineering,1,37214,Chicago,0
Master,Business Administration,1,115731,New York,0
Master,Electrical Engineering,1,57127,Chicago,1
Master,Business Administration,1,35141,San Francisco,0
Bachelor,Computer Science,0,58884,Los Angeles,0
PhD,Electrical Engineering,1,32708,Houston,1
Master,Electrical Engineering,0,48375,New York,1
PhD,Business Administration,0,45088,Houston,0
PhD,Electrical Engineering,0,87615,Los Angeles,1
Bachelor,Electrical Engineering,0,75046,Chicago,1
Bachelor,Computer Science,0,40014,San Francisco,0
PhD,Business Administration,1,94425,New York,0
Master,Business Administration,0,33273,San Francisco,0
Master,Computer Science,0,77135,San Francisco,1
Bachelor,Computer Science,0,60881,San Francisco,0
Bachelor,Business Administration,1,108077,San Francisco,1
Bachelor,Computer Science,0,38712,Los Angeles,0
Bachelor,Computer Science,1,104704,San Francisco,1
Bachelor,Computer Science,0,82874,San Francisco,0
Bachelor,Business Administration,0,99087,Los Angeles,1
Bachelor,Computer Science,1,42297,Houston,0
Master,Electrical Engineering,1,57128,Los Angeles,0
Bachelor,Electrical Engineering,1,98368,Chicago,0
Bachelor,Business Administration,0,117599,Los Angeles,1
Master,Computer Science,1,118499,Houston,1
Master,Electrical Engineering,1,108958,Chicago,0
PhD,Business Administration,1,62920,Chicago,1
Bachelor,Electrical Engineering,1,41156,New York,0
Bachelor,Computer Science,1,41108,San Francisco,1
Bachelor,Business Administration,0,61845,Chicago,0
Bachelor,Electrical Engineering,1,32800,Chicago,1
PhD,Business Administration,0,72712,Houston,1
Master,Electrical Engineering,1,32610,Chicago,1
Master,Electrical Engineering,1,107603,Houston,1
Bachelor,Computer Science,0,63872,San Francisco,1
Bachelor,Computer Science,0,40728,New York,0
Bachelor,Electrical Engineering,0,50583,New York,1
PhD,Business Administration,0,115774,San Francisco,1
PhD,Business Administration,1,37263,San Francisco,1
Master,Computer Science,0,97450,Los Angeles,1
Bachelor,Electrical Engineering,1,119285,Chicago,0
Bachelor,Computer Science,1,49456,Chicago,1
Bachelor,Electrical Engineering,1,95942,Chicago,1
Bachelor,Electrical Engineering,0,43689,Houston,0
PhD,Computer Science,0,62934,Los Angeles,0
Master,Business Administration,0,63276,Chicago,1
Master,Computer Science,1,49873,Houston,0
PhD,Electrical Engineering,0,43050,Houston,1
Bachelor,Computer Science,0,96216,New York,1
Master,Business Administration,1,114444,Houston,0
Master,Business Administration,0,114040,San Francisco,1
PhD,Electrical Engineering,1,51644,Houston,0
Bachelor,Computer Science,0,92021,San Francisco,0
Master,Business Administration,0,67125,San Francisco,1
Bachelor,Computer Science,0,96899,New York,1
Master,Business Administration,0,72291,New York,0
PhD,Electrical Engineering,0,65060,Houston,1
Bachelor,Electrical Engineering,1,31538,New York,0
PhD,Computer Science,0,66176,New York,0
Master,Electrical Engineering,0,71520,Chicago,0
PhD,Business Administration,0,55675,Houston,0
PhD,Electrical Engineering,0,48287,Houston,1
PhD,Business Administration,0,30174,Houston,1
Master,Business Administration,0,64998,New York,1
Bachelor,Electrical Engineering,0,83312,New York,1
PhD,Business Administration,1,42112,San Francisco,1
Bachelor,Business Administration,1,105225,Los Angeles,1
Master,Computer Science,0,74814,Los Angeles,0
Bachelor,Computer Science,1,115091,Los Angeles,1
PhD,Computer Science,0,80719,Chicago,0
PhD,Electrical Engineering,1,63919,New York,0
PhD,Computer Science,0,103155,San Francisco,0
PhD,Business Administration,0,101569,San Francisco,1
PhD,Electrical Engineering,1,71328,Los Angeles,0
PhD,Electrical Engineering,0,100482,Chicago,1
Master,Electrical Engineering,1,54618,Chicago,0
Master,Electrical Engineering,0,64675,Los Angeles,1
Master,Business Administration,0,48919,Los Angeles,1
Bachelor,Business Administration,0,34173,New York,1
Bachelor,Computer Science,0,56400,Chicago,1
Master,Electrical Engineering,1,80445,San Francisco,1
Bachelor,Computer Science,0,100305,Los Angeles,0
Bachelor,Business Administration,1,67564,New York,1
PhD,Electrical Engineering,1,75814,San Francisco,1
PhD,Business Administration,0,109747,Chicago,0
Bachelor,Computer Science,0,118791,Los Angeles,1
Bachelor,Business Administration,1,57962,Los Angeles,1
Master,Electrical Engineering,1,114892,New York,1
Bachelor,Electrical Engineering,0,115842,New York,1
PhD,Computer Science,1,100533,Chicago,1
Bachelor,Electrical Engineering,1,86184,Los Angeles,0
Master,Business Administration,1,112912,New York,1
PhD,Business Administration,0,40578,Los Angeles,0
PhD,Business Administration,1,48624,Chicago,1
PhD,Business Administration,1,69194,Los Angeles,0
PhD,Computer Science,1,30389,San Francisco,0
Bachelor,Business Administration,1,97391,Los Angeles,0
Master,Computer Science,0,43794,Houston,1
Bachelor,Business Administration,0,88002,Houston,1
Bachelor,Computer Science,1,65531,Chicago,0
PhD,Business Administration,1,82815,Chicago,1
Master,Business Administration,1,34986,Chicago,1
PhD,Computer Science,0,62298,San Francisco,0
Bachelor,Electrical Engineering,0,31481,San Francisco,1
Bachelor,Electrical Engineering,1,86408,Los Angeles,0
PhD,Electrical Engineering,1,99267,New York,1
Bachelor,Computer Science,0,46835,Houston,0
Bachelor,Electrical Engineering,1,57798,Houston,1
PhD,Electrical Engineering,1,94887,Houston,1
Bachelor,Computer Science,0,49477,Los Angeles,0
Master,Electrical Engineering,0,47266,Los Angeles,0
PhD,Electrical Engineering,0,116328,Chicago,1
Master,Electrical Engineering,0,115988,New York,0
Bachelor,Computer Science,0,73526,Chicago,0
Bachelor,Computer Science,1,41889,Los Angeles,0
PhD,Electrical Engineering,0,54335,San Francisco,0
Bachelor,Electrical Engineering,0,41254,Chicago,0
PhD,Computer Science,0,116610,Los Angeles,1
PhD,Electrical Engineering,0,41442,Los Angeles,0
PhD,Computer Science,0,76289,San Francisco,0
PhD,Electrical Engineering,0,83747,San Francisco,0
PhD,Computer Science,1,67327,San Francisco,0
Master,Business Administration,0,46199,New York,1
PhD,Business Administration,1,102827,Los Angeles,0
Master,Computer Science,1,30112,San Francisco,1
Bachelor,Business Administration,0,117051,New York,1
PhD,Electrical Engineering,0,49581,Houston,0
Bachelor,Computer Science,1,89722,Houston,0
PhD,Computer Science,1,46523,Houston,1
Master,Electrical Engineering,1,96960,Los Angeles,1
Master,Electrical Engineering,0,49552,New York,1
Master,Computer Science,1,40808,New York,0
Bachelor,Electrical Engineering,0,102525,Houston,1
PhD,Computer Science,0,53620,Chicago,0
Bachelor,Electrical Engineering,1,30887,Houston,1
Master,Computer Science,0,61802,Los Angeles,1
Bachelor,Electrical Engineering,0,115024,Houston,0
Master,Electrical Engineering,1,111938,Houston,0
Master,Business Administration,1,116741,New York,1
Master,Business Administration,0,56049,Houston,0
PhD,Business Administration,1,107789,San Francisco,0
PhD,Electrical Engineering,0,114526,San Francisco,1
Master,Computer Science,1,37846,Chicago,0
Bachelor,Electrical Engineering,1,76220,Los Angeles,0
Bachelor,Business Administration,1,76163,Los Angeles,1
PhD,Electrical Engineering,1,33765,New York,1
Master,Business Administration,0,111486,Los Angeles,0
Bachelor,Business Administration,1,75270,Chicago,0
Master,Computer Science,0,105277,San Francisco,0
Bachelor,Computer Science,0,118278,New York,1
PhD,Business Administration,1,52931,San Francisco,1
Master,Business Administration,1,119116,Chicago,0
Master,Electrical Engineering,1,85633,New York,0
Bachelor,Business Administration,1,110702,Houston,0
Bachelor,Electrical Engineering,1,81913,Los Angeles,1
Bachelor,Business Administration,0,55991,Chicago,1
Master,Computer Science,1,84845,New York,0
PhD,Computer Science,0,85312,San Francisco,0
PhD,Business Administration,0,40561,New York,0
Bachelor,Electrical Engineering,0,46901,Houston,0
PhD,Electrical Engineering,0,92875,Chicago,1
Bachelor,Electrical Engineering,1,55917,New York,0
PhD,Business Administration,1,92120,Chicago,0
Master,Business Administration,0,31988,Chicago,1
Bachelor,Computer Science,0,44256,San Francisco,0
PhD,Computer Science,1,117728,Los Angeles,0
Master,Business Administration,0,58230,Houston,0
PhD,Computer Science,1,89778,New York,0
Master,Electrical Engineering,0,75833,Los Angeles,0
Master,Electrical Engineering,1,52625,San Francisco,0
PhD,Business Administration,0,62088,Los Angeles,1
PhD,Electrical Engineering,0,109650,Chicago,0
Master,Business Administration,0,71167,Chicago,1
Master,Electrical Engineering,1,101291,Houston,1
Master,Business Administration,1,95303,New York,1
Bachelor,Electrical Engineering,1,106361,New York,1
Master,Electrical Engineering,0,118229,San Francisco,0
Bachelor,Computer Science,0,34117,Houston,0
Master,Computer Science,0,90710,New York,0
Bachelor,Computer Science,0,97054,Chicago,0
Master,Computer Science,0,60949,Houston,1
Master,Computer Science,0,52547,Los Angeles,1
Master,Computer Science,1,111882,Houston,1
PhD,Business Administration,1,98136,Houston,0
PhD,Business Administration,1,94619,New York,1
Master,Computer Science,0,91842,San Francisco,0
Bachelor,Business Administration,1,56990,San Francisco,1
Bachelor,Computer Science,0,46193,New York,0
Master,Business Administration,0,60109,New York,1
PhD,Electrical Engineering,1,49233,New York,1
Bachelor,Business Administration,0,111730,San Francisco,0
PhD,Business Administration,0,64510,New York,1
Bachelor,Business Administration,0,31306,Los Angeles,1
Master,Electrical Engineering,0,33849,Los Angeles,0
PhD,Computer Science,0,42360,Chicago,1
Bachelor,Business Administration,1,75800,Los Angeles,1
Master,Business Administration,1,66963,Houston,1
Master,Electrical Engineering,0,84330,Chicago,1
Master,Computer Science,0,81707,Los Angeles,0
PhD,Business Administration,1,48689,Houston,0
PhD,Electrical Engineering,1,59084,Los Angeles,1
Master,Computer Science,1,70387,Houston,0
PhD,Computer Science,0,104816,New York,1
Bachelor,Business Administration,1,32642,Houston,0
Master,Business Administration,1,72137,New York,1
Master,Business Administration,0,109832,Houston,1
PhD,Business Administration,0,85561,Houston,0
Master,Electrical Engineering,1,92260,Los Angeles,1
Bachelor,Electrical Engineering,0,45438,Houston,1
PhD,Business Administration,1,78442,Los Angeles,1
PhD,Computer Science,1,32994,Houston,1
Master,Business Administration,0,31813,San Francisco,0
Master,Computer Science,0,114381,Chicago,0
Master,Computer Science,1,85276,Los Angeles,0
PhD,Computer Science,0,71243,Los Angeles,0
Master,Electrical Engineering,0,92912,New York,1
Bachelor,Computer Science,0,90272,San Francisco,1
Master,Computer Science,0,72051,New York,1
Master,Electrical Engineering,0,108854,San Francisco,1
PhD,Computer Science,0,112736,San Francisco,0
Master,Computer Science,0,95618,Houston,0
PhD,Business Administration,1,31920,New York,0
Master,Computer Science,0,107219,Chicago,1
Bachelor,Computer Science,1,106872,San Francisco,1
Bachelor,Computer Science,0,111132,San Francisco,1
PhD,Computer Science,1,32093,Los Angeles,1
PhD,Computer Science,0,42905,Houston,0
Master,Electrical Engineering,1,54351,Chicago,0
Master,Computer Science,0,60981,San Francisco,0
Bachelor,Computer Science,1,103903,Los Angeles,1
Master,Electrical Engineering,0,100821,New York,0
Bachelor,Electrical Engineering,0,112289,San Francisco,1
PhD,Computer Science,1,114021,Los Angeles,0
Master,Computer Science,1,108513,New York,0
PhD,Computer Science,0,49874,Houston,1
Master,Business Administration,1,80931,New York,1
Bachelor,Business Administration,1,37674,San Francisco,1
PhD,Computer Science,0,80516,Chicago,0
PhD,Electrical Engineering,1,90686,New York,0
Master,Computer Science,0,99212,Chicago,0
PhD,Electrical Engineering,1,32426,Chicago,0
Bachelor,Electrical Engineering,0,98498,New York,1
PhD,Electrical Engineering,1,59943,Houston,0
PhD,Computer Science,0,96395,New York,1
Master,Computer Science,0,74816,Los Angeles,0
PhD,Electrical Engineering,1,34138,Chicago,1
Master,Business Administration,1,105945,San Francisco,1
Master,Business Administration,0,34017,Chicago,0
PhD,Business Administration,0,40451,San Francisco,0
Bachelor,Electrical Engineering,1,92956,Los Angeles,1
Master,Computer Science,1,40278,Los Angeles,0
PhD,Electrical Engineering,1,73764,Los Angeles,1
Master,Business Administration,1,31134,New York,0
Bachelor,Computer Science,1,92943,Chicago,0
Bachelor,Electrical Engineering,1,84318,San Francisco,0
Master,Electrical Engineering,0,90128,Los Angeles,0
Bachelor,Business Administration,1,118056,Los Angeles,0
PhD,Electrical Engineering,1,51869,San Francisco,1
PhD,Computer Science,1,35039,Chicago,0
Master,Business Administration,1,51281,Chicago,1
Bachelor,Business Administration,0,40442,San Francisco,1
PhD,Computer Science,0,103788,Houston,1
PhD,Business Administration,0,57586,Chicago,0
PhD,Electrical Engineering,0,83053,San Francisco,1
Master,Electrical Engineering,1,80489,San Francisco,1
Master,Business Administration,0,113104,Los Angeles,1
PhD,Computer Science,1,116346,San Francisco,1
PhD,Electrical Engineering,1,97087,New York,1
Bachelor,Computer Science,0,42625,Los Angeles,1
Bachelor,Electrical Engineering,0,64397,Los Angeles,0
Bachelor,Electrical Engineering,1,88671,Chicago,1
Master,Business Administration,0,96897,Houston,1
PhD,Business Administration,0,56149,Chicago,0
Master,Computer Science,1,90030,New York,1
PhD,Business Administration,1,99906,Los Angeles,0
Bachelor,Electrical Engineering,1,35283,Los Angeles,0
Bachelor,Electrical Engineering,1,37610,San Francisco,1
Bachelor,Computer Science,1,73326,Houston,1
Bachelor,Computer Science,0,44924,Houston,0
PhD,Electrical Engineering,1,106162,San Francisco,0
Bachelor,Business Administration,1,30869,New York,0
PhD,Business Administration,1,31014,Houston,0
PhD,Computer Science,0,40103,Los Angeles,1
Master,Computer Science,1,112522,New York,0
Bachelor,Electrical Engineering,1,63458,Chicago,0
Bachelor,Electrical Engineering,0,112409,Chicago,0
Master,Computer Science,1,53248,New York,1
PhD,Electrical Engineering,1,119160,Los Angeles,0
Bachelor,Computer Science,1,73516,Chicago,0
PhD,Computer Science,0,59061,Los Angeles,1
Master,Business Administration,0,54170,San Francisco,1
PhD,Computer Science,1,38024,Houston,0
Bachelor,Electrical Engineering,1,112214,New York,0
PhD,Business Administration,1,115947,Houston,0
PhD,Business Administration,0,73803,San Francisco,1
Bachelor,Electrical Engineering,0,49296,Chicago,1
Bachelor,Electrical Engineering,0,116664,Los Angeles,0
PhD,Electrical Engineering,0,48257,Los Angeles,0
PhD,Computer Science,0,42855,San Francisco,0
Master,Business Administration,0,115178,New York,1
Bachelor,Computer Science,1,50025,Houston,0
PhD,Computer Science,0,34458,Chicago,0
Bachelor,Computer Science,1,93610,New York,1
Master,Computer Science,0,100843,San Francisco,0
PhD,Business Administration,1,113961,San Francisco,1
PhD,Business Administration,0,79831,Los Angeles,1
PhD,Computer Science,1,73427,Chicago,0
Bachelor,Electrical Engineering,1,68506,New York,1
Master,Business Administration,1,35668,Los Angeles,1
Bachelor,Computer Science,0,77195,Chicago,0
PhD,Electrical Engineering,0,103233,Houston,1
Master,Electrical Engineering,0,54417,Houston,1
PhD,Computer Science,1,111982,Los Angeles,0
PhD,Business Administration,1,40751,New York,0
Bachelor,Electrical Engineering,1,76218,Chicago,0
PhD,Business Administration,0,37352,Houston,0
Master,Business Administration,0,109052,Houston,0
PhD,Electrical Engineering,1,118835,New York,1
PhD,Computer Science,0,58927,Los Angeles,1
Bachelor,Electrical Engineering,0,71094,San Francisco,1
Master,Electrical Engineering,0,84122,Chicago,1
Bachelor,Business Administration,0,59493,Houston,1
PhD,Computer Science,1,103539,San Francisco,0
Bachelor,Business Administration,0,61707,New York,0
Bachelor,Electrical Engineering,0,98814,Los Angeles,0
Bachelor,Computer Science,1,37296,Chicago,0
Bachelor,Computer Science,1,55398,New York,1
PhD,Computer Science,0,65842,Los Angeles,0
PhD,Computer Science,0,43261,New York,0
Master,Computer Science,0,106709,Houston,1
Bachelor,Electrical Engineering,0,86704,Houston,1
Bachelor,Electrical Engineering,1,97173,San Francisco,0
Master,Electrical Engineering,1,61781,New York,1
Bachelor,Business Administration,1,43652,Houston,1
Master,Computer Science,0,35103,Los Angeles,0
PhD,Computer Science,0,55500,San Francisco,1
Master,Electrical Engineering,1,65529,Chicago,0
Bachelor,Computer Science,0,48452,New York,1
Master,Business Administration,1,79393,Houston,1
PhD,Computer Science,1,61174,Los Angeles,1
Bachelor,Computer Science,1,94450,New York,1
PhD,Business Administration,1,65436,Los Angeles,0
PhD,Electrical Engineering,1,77406,San Francisco,1
Master,Electrical Engineering,1,93059,Houston,0
PhD,Computer Science,1,45954,Houston,0
Bachelor,Business Administration,0,112722,San Francisco,1
PhD,Electrical Engineering,1,42356,Los Angeles,1
PhD,Electrical Engineering,1,32187,New York,0
Master,Electrical Engineering,0,107243,Los Angeles,1
PhD,Computer Science,1,65098,New York,1
Master,Business Administration,0,51225,San Francisco,0
Master,Computer Science,1,33606,Chicago,1
Bachelor,Electrical Engineering,0,87620,New York,0
Bachelor,Business Administration,0,62828,Houston,1
Bachelor,Computer Science,0,56489,Houston,1
Bachelor,Electrical Engineering,1,44387,Houston,1
Master,Electrical Engineering,0,99463,Los Angeles,1
PhD,Computer Science,1,101832,Los Angeles,1
Bachelor,Electrical Engineering,1,32591,Los Angeles,1
Bachelor,Electrical Engineering,1,78516,Houston,0
Bachelor,Business Administration,1,92061,New York,0
PhD,Electrical Engineering,1,96736,Houston,1
Bachelor,Computer Science,1,111257,New York,1
PhD,Business Administration,1,91753,Los Angeles,0
Master,Computer Science,0,114774,Chicago,0
Master,Electrical Engineering,1,41087,Los Angeles,0
Master,Business Administration,1,60816,San Francisco,1
PhD,Business Administration,0,53408,New York,1
Bachelor,Business Administration,1,30136,Chicago,1
Bachelor,Business Administration,0,47413,Los Angeles,0
Bachelor,Computer Science,0,89500,Chicago,0
Bachelor,Electrical Engineering,1,114514,Houston,1
Bachelor,Electrical Engineering,1,86358,New York,0
PhD,Business Administration,0,96197,San Francisco,1
Master,Electrical Engineering,1,62854,Houston,1
Bachelor,Computer Science,0,106240,Chicago,0
Master,Electrical Engineering,0,46322,Los Angeles,1
PhD,Computer Science,1,36968,New York,0
PhD,Computer Science,0,57518,San Francisco,0
Bachelor,Electrical Engineering,1,81925,Los Angeles,1
PhD,Computer Science,1,89848,San Francisco,1
Master,Computer Science,0,31700,New York,0
Bachelor,Computer Science,0,53199,Chicago,1
Bachelor,Computer Science,1,74589,San Francisco,0
Master,Business Administration,1,62115,New York,1
Bachelor,Electrical Engineering,1,91934,San Francisco,0
Bachelor,Business Administration,0,84316,Los Angeles,0
Master,Computer Science,1,35520,San Francisco,1
Bachelor,Electrical Engineering,0,66455,Los Angeles,1
Bachelor,Computer Science,0,116465,Los Angeles,0
Master,Electrical Engineering,0,71605,New York,0
PhD,Business Administration,1,44955,Houston,0
Master,Electrical Engineering,0,74049,San Francisco,0
Bachelor,Computer Science,1,43917,Chicago,1
Master,Electrical Engineering,0,100293,Los Angeles,1
Bachelor,Electrical Engineering,1,108581,Houston,1
Bachelor,Business Administration,1,94925,Los Angeles,0
Master,Computer Science,0,100269,Houston,1
Bachelor,Electrical Engineering,1,60954,Houston,0
PhD,Business Administration,0,102617,Chicago,0
Bachelor,Electrical Engineering,0,71458,Houston,1
Master,Computer Science,0,119037,Chicago,1
PhD,Electrical Engineering,0,51113,New York,0
PhD,Electrical Engineering,0,73939,Los Angeles,0
Bachelor,Electrical Engineering,0,59345,Chicago,1
Master,Electrical Engineering,0,76313,Los Angeles,0
Bachelor,Computer Science,1,99166,San Francisco,1
Bachelor,Business Administration,0,77861,New York,1
Master,Business Administration,0,79298,San Francisco,0
Master,Electrical Engineering,1,77221,San Francisco,0
Bachelor,Computer Science,1,74942,Houston,0
PhD,Computer Science,0,33453,Houston,0
Bachelor,Computer Science,0,84935,San Francisco,0
PhD,Computer Science,0,73370,Houston,1
Bachelor,Computer Science,1,38328,Los Angeles,1
Master,Computer Science,0,45534,Houston,1
PhD,Electrical Engineering,1,115280,San Francisco,1
Master,Business Administration,0,114925,Houston,0
Master,Business Administration,0,66320,Houston,1
Master,Electrical Engineering,1,79170,Chicago,0
Master,Business Administration,0,110201,Chicago,0
Master,Computer Science,0,38640,San Francisco,0
